crop,temperature,humidity,rainfall,wind_speed,pressure,cloud_cover,soil_pH,nitrogen,phosphorus,potassium,organic_matter,season,month,success
Bajra,25.7,27.1,2.16,2.9,1007.0,15.7,8.27,1,0,1,0.92,0,2,0
Bajra,28.4,45.1,0.0,14.1,1011.7,91.6,7.71,1,0,0,1.21,1,10,1
Sugarcane,35.9,65.3,7.07,3.9,1013.8,84.5,6.6,1,0,2,1.75,1,2,1
Soybean,32.3,34.2,3.91,9.3,1014.0,82.8,6.88,2,0,2,1.49,0,3,1
Cotton,28.8,63.0,0.86,7.0,1008.8,78.0,7.11,0,2,1,2.22,0,11,1
Jowar,36.9,57.1,5.37,3.7,1013.0,56.5,7.68,2,0,1,2.74,0,10,1
Groundnut,23.7,45.7,2.9,14.3,1007.6,28.0,6.95,1,0,1,2.82,2,11,1
Wheat,18.4,48.1,3.57,6.7,1007.8,56.6,7.13,1,1,1,1.19,2,8,0
Groundnut,26.2,43.4,0.1,6.1,1011.1,9.0,6.75,1,0,2,2.68,1,7,0
Pulses,24.9,72.6,3.92,11.0,1017.6,55.3,7.64,0,1,0,2.51,2,7,1
Maize,31.1,68.4,1.91,3.6,1014.9,58.5,5.63,2,2,1,0.98,1,6,0
Maize,24.8,55.0,2.5,10.7,1010.5,82.6,5.77,0,1,1,0.61,2,11,1
Cotton,28.7,30.5,5.48,8.6,1011.2,44.6,6.85,1,0,1,0.56,2,11,0
Soybean,33.5,63.3,6.2,5.3,1009.6,86.6,6.24,2,1,2,2.95,2,11,1
Bajra,34.7,33.2,2.67,10.9,1004.4,27.6,8.41,0,0,1,2.23,0,8,0
Jowar,35.1,41.2,4.91,11.1,1016.0,11.3,6.07,1,1,0,2.82,0,12,0
Pulses,20.6,88.7,0.0,10.6,1013.9,56.4,7.15,0,1,1,0.72,1,8,0
Rice,30.8,73.3,10.32,5.8,1009.3,52.5,6.72,0,0,0,2.59,1,6,1
Bajra,33.4,36.9,0.2,7.8,1013.4,90.3,7.27,2,1,0,1.36,2,12,1
Wheat,21.1,47.4,2.43,12.1,1009.7,11.8,7.41,0,0,2,1.31,2,6,1
Groundnut,32.7,63.4,6.9,4.9,1010.8,13.8,6.13,2,2,2,2.94,2,6,1
Pulses,14.0,30.6,2.01,13.2,1011.7,59.2,5.41,2,0,2,2.35,0,11,1
Maize,29.1,73.2,4.0,11.5,1007.1,2.6,7.04,1,2,0,2.49,2,3,1
Soybean,28.2,59.2,0.54,2.7,1024.6,10.5,7.9,2,2,2,1.08,1,10,0
Sugarcane,17.2,62.7,6.93,4.0,1013.2,13.6,5.71,2,2,2,2.77,0,12,1
Pulses,28.1,49.5,5.91,14.0,1016.5,97.5,7.04,0,1,1,1.33,1,4,1
Wheat,17.2,65.9,3.23,12.3,1016.9,34.6,5.96,0,1,0,1.35,1,3,0
Wheat,15.0,58.1,1.95,7.2,1024.1,45.5,6.48,0,1,2,2.12,1,1,1
Jowar,23.2,48.5,0.51,5.9,1015.4,3.8,7.05,2,1,1,1.04,2,2,1
Jowar,21.4,47.2,0.43,3.9,1014.7,17.2,8.59,0,2,2,2.67,2,4,1
Cotton,29.5,74.9,7.54,12.8,1009.5,94.1,7.0,0,2,1,2.97,1,6,0
Sugarcane,30.5,79.0,4.09,2.1,1008.1,89.5,5.01,1,0,1,2.04,2,9,1
Sugarcane,22.6,54.0,7.98,2.7,1017.2,38.3,6.33,0,1,0,2.59,2,10,1
Maize,26.6,58.6,2.37,4.8,1013.0,93.5,6.12,1,0,2,2.0,2,11,1
Groundnut,19.3,67.6,5.76,2.8,1020.0,52.3,8.55,1,2,2,1.43,2,11,0
Bajra,32.2,39.8,0.45,7.2,1012.3,51.2,7.18,2,2,2,0.99,2,4,1
Bajra,36.8,64.0,1.16,14.5,1023.5,4.6,8.11,2,1,0,0.69,0,1,1
Pulses,29.0,71.8,5.79,14.1,1017.6,9.1,7.88,1,2,2,2.18,2,8,0
Jowar,24.2,59.0,0.47,14.4,1020.7,31.5,6.59,1,0,0,0.92,1,2,0
Rice,30.0,80.1,13.81,2.9,1012.8,28.1,6.91,0,2,2,2.61,2,5,1
Pulses,26.2,60.8,1.75,14.7,1015.5,33.4,5.9,2,2,0,2.58,2,4,1
Wheat,19.9,49.5,5.12,9.4,1020.7,5.9,7.21,2,0,1,0.53,2,7,0
Sugarcane,32.8,42.5,0.0,9.7,1007.1,47.2,6.58,2,2,0,1.06,2,8,1
Bajra,31.1,57.0,0.38,11.0,1015.2,56.7,6.53,2,0,1,1.78,0,1,1
Groundnut,28.9,56.1,3.41,6.1,1017.2,24.3,6.7,1,0,2,1.96,2,7,0
Cotton,27.5,51.1,2.88,7.3,1023.6,52.1,7.63,1,0,0,0.56,1,11,1
Rice,28.7,84.0,7.11,11.7,1013.7,18.1,7.16,1,2,1,1.27,0,6,1
Cotton,30.5,79.2,0.55,4.8,1006.5,28.3,7.24,0,0,2,0.53,2,8,1
Jowar,20.4,44.5,0.84,11.2,1018.3,88.6,6.03,0,0,1,2.34,0,9,1
Soybean,28.8,38.9,5.7,2.5,1007.7,51.2,5.55,1,2,2,2.94,2,5,1
Groundnut,18.3,39.1,1.89,4.4,1012.6,63.2,6.28,2,1,2,1.28,1,11,0
Sugarcane,28.4,75.5,0.0,12.7,1013.2,79.5,7.66,2,2,2,0.86,2,6,1
Maize,21.5,53.4,3.95,3.4,1008.9,80.9,6.14,1,0,2,2.82,2,11,0
Pulses,20.4,51.5,4.06,6.3,1013.7,50.1,7.27,2,1,2,0.8,1,12,1
Bajra,26.7,43.9,0.0,14.3,1011.0,78.3,7.95,2,0,0,2.26,2,8,1
Soybean,29.5,79.0,6.72,14.5,1018.0,21.8,5.88,2,2,0,2.55,1,5,1
Wheat,24.4,46.5,5.73,8.0,1014.9,70.9,6.91,1,2,1,2.18,0,1,0
Soybean,27.9,64.7,0.47,6.5,1007.0,86.2,6.14,2,2,2,2.07,0,9,0
Rice,26.4,88.5,9.27,6.8,1006.2,52.1,6.52,1,2,0,0.58,0,9,1
Sugarcane,19.7,57.7,1.4,8.9,1006.0,46.8,4.9,0,0,1,0.99,1,10,1
Wheat,20.3,48.2,3.83,6.1,1010.6,0.2,7.12,2,0,0,1.01,0,10,0
Jowar,29.4,61.9,0.64,11.8,1013.5,73.3,5.55,0,1,2,2.82,0,1,1
Soybean,20.7,48.1,3.32,5.0,1014.4,10.8,6.82,1,2,1,0.97,0,8,1
Rice,28.5,91.6,7.0,13.4,1015.8,77.3,6.98,1,2,1,2.45,1,4,1
Bajra,27.7,55.1,0.0,12.2,1011.8,86.3,7.79,0,0,1,1.36,2,12,1
Pulses,30.6,70.0,1.62,6.0,1010.5,24.1,7.8,2,2,2,1.57,0,7,0
Bajra,26.4,25.0,1.26,12.9,1019.3,99.4,8.51,1,1,2,0.91,1,8,1
Sugarcane,21.1,45.2,5.48,3.8,1006.5,44.0,6.93,1,1,0,2.59,2,1,1
Jowar,26.4,97.3,2.15,11.1,1011.8,83.0,8.26,1,0,0,0.89,0,10,1
Sugarcane,19.2,50.5,4.66,11.6,1008.9,70.0,6.46,2,2,0,2.26,1,7,1
Pulses,32.6,51.5,5.99,3.9,1014.4,80.8,5.82,2,0,0,1.9,1,7,0
Pulses,30.3,64.5,0.29,4.6,1018.9,23.7,6.65,1,2,0,1.82,1,11,0
Wheat,21.5,41.1,0.0,8.7,1006.4,41.2,6.59,2,1,0,2.63,0,5,1
Cotton,26.9,52.8,2.61,3.2,1009.1,91.1,6.97,1,0,1,2.53,0,1,1
Cotton,33.6,76.2,1.06,7.8,1010.9,87.7,7.6,1,0,0,1.32,0,1,1
Maize,25.3,74.5,4.49,11.7,1012.0,91.9,5.73,0,1,1,1.15,0,2,1
Cotton,22.6,64.8,0.0,11.4,1015.5,98.6,6.87,0,1,2,1.35,0,6,0
Wheat,23.8,53.8,1.15,11.7,1022.7,35.7,6.58,2,0,1,1.86,1,7,1
Wheat,21.5,71.6,0.67,13.7,1022.3,25.2,5.76,1,1,0,1.01,1,10,1
Jowar,27.1,39.3,0.05,13.1,1011.4,93.9,6.19,2,1,1,1.93,1,12,1
Sugarcane,19.4,59.8,0.0,9.2,1006.2,85.1,7.82,0,2,2,2.2,2,3,0
Pulses,27.9,72.3,4.71,12.9,1003.8,70.4,7.12,1,0,2,1.27,2,10,1
Sugarcane,17.6,62.9,2.08,9.3,1007.2,38.0,6.44,1,0,1,2.32,1,12,1
Wheat,23.4,46.7,2.88,2.3,1002.7,24.9,6.74,1,1,2,0.84,1,5,1
Maize,28.5,57.6,4.28,13.1,1016.8,13.7,5.29,1,2,2,1.76,0,10,1
Sugarcane,29.1,62.3,3.36,2.6,1010.8,62.4,7.68,1,2,1,2.18,0,8,0
Sugarcane,19.2,68.9,0.0,3.4,1010.6,19.5,6.5,1,0,1,0.65,1,9,0
Groundnut,29.2,58.8,1.55,2.5,1016.5,44.9,6.62,1,0,1,2.13,1,8,1
Soybean,24.6,47.8,3.54,14.6,1014.4,70.1,6.74,1,2,1,1.64,2,10,1
Groundnut,31.1,48.8,1.67,4.2,1008.7,54.7,6.86,1,1,1,1.12,0,3,0
Pulses,21.2,60.6,3.9,8.9,1015.1,1.1,7.18,2,1,1,1.94,2,8,1
Jowar,29.9,74.4,2.41,3.7,1014.4,31.0,7.6,1,2,2,2.4,2,4,1
Cotton,24.3,54.6,3.63,14.9,1004.9,44.3,7.27,2,0,2,2.88,1,4,0
Soybean,24.4,54.5,3.12,13.5,1010.5,8.7,6.95,0,1,1,2.05,2,5,1
Rice,28.5,79.2,9.68,5.6,1019.2,76.5,6.41,2,1,2,2.49,1,5,1
Bajra,25.9,37.6,0.36,7.3,1011.1,23.9,7.42,0,2,0,2.67,1,11,1
Bajra,38.2,50.7,1.64,8.4,1011.1,29.2,6.56,0,1,1,1.42,1,1,1
Soybean,23.3,74.4,3.52,7.5,1007.5,70.1,7.25,0,2,2,0.52,2,8,1
Bajra,34.6,45.5,0.0,9.0,1010.8,93.9,7.19,1,1,2,2.24,1,2,1
Jowar,34.7,69.4,3.95,12.7,1010.8,31.1,6.56,0,2,0,1.67,0,3,0
Rice,28.2,61.9,7.41,12.7,1012.9,32.9,6.16,2,0,1,1.65,1,11,0
Bajra,29.2,34.3,1.06,12.0,1014.9,7.9,7.57,0,0,1,0.84,2,4,1
Soybean,23.9,59.1,3.99,9.0,1001.1,88.7,7.21,0,2,1,1.72,2,8,1
Groundnut,23.5,61.0,1.42,6.2,1015.6,95.2,6.75,2,0,0,1.97,1,5,1
Bajra,32.0,16.5,0.14,3.1,1012.2,57.1,6.82,2,0,0,2.06,2,3,1
Soybean,28.2,60.7,4.4,14.9,1010.6,28.8,8.49,2,2,0,2.71,0,4,1
Sugarcane,23.4,55.5,1.67,3.7,1014.6,1.4,6.79,0,2,0,2.45,0,3,1
Sugarcane,27.7,51.0,5.75,5.1,1016.0,14.4,6.28,1,2,1,1.61,1,11,1
Rice,30.6,78.6,7.07,14.0,1007.5,13.1,5.71,2,2,0,2.67,1,8,1
Bajra,36.4,52.6,0.71,6.2,1015.5,52.6,7.46,1,2,2,0.8,0,6,1
Groundnut,25.3,52.1,0.0,6.2,1010.0,97.5,6.14,1,1,1,1.81,1,1,1
Maize,23.1,61.5,6.08,8.4,1013.0,98.6,6.38,2,1,1,2.6,1,6,1
Rice,22.8,67.5,8.54,3.5,1012.9,22.0,6.72,0,1,1,1.22,0,4,1
Sugarcane,22.2,72.0,5.34,13.3,1011.8,87.2,7.0,2,2,0,1.26,1,3,0
Soybean,33.7,60.5,3.25,10.9,1011.0,70.2,7.08,0,0,1,1.32,2,11,1
Pulses,25.2,43.5,2.58,13.8,1014.5,85.2,7.21,0,0,0,2.16,0,8,1
Pulses,28.4,50.3,0.0,6.3,1017.7,56.9,7.4,1,1,2,0.63,2,7,1
Rice,28.6,70.5,8.46,5.9,1003.3,45.5,7.47,1,0,2,0.77,1,6,1
Rice,28.8,83.0,6.41,8.5,1009.1,80.7,6.46,0,2,1,2.1,0,5,1
Bajra,33.5,49.0,0.0,12.3,1009.1,16.3,7.74,1,1,2,1.72,1,9,1
Cotton,30.7,63.6,3.85,3.0,1010.0,26.0,7.75,1,0,2,2.55,0,10,1
Bajra,28.4,36.0,1.95,15.0,1019.1,26.4,6.66,0,2,0,3.0,2,11,1
Wheat,23.9,65.7,0.68,10.5,1010.3,36.2,6.94,1,1,0,1.65,0,9,1
Rice,27.8,89.8,7.43,6.4,1012.2,91.4,6.84,2,1,0,1.39,0,5,1
Pulses,21.0,73.8,1.1,2.5,1018.0,89.1,6.7,2,2,0,2.67,2,6,1
Pulses,27.3,53.0,0.0,3.3,1005.1,91.1,7.25,2,0,1,2.01,1,9,0
Jowar,27.0,55.2,0.0,4.4,1013.6,84.0,7.27,1,1,2,2.55,0,9,0
Jowar,22.9,59.1,4.23,10.9,1010.5,89.3,7.57,1,0,2,2.23,1,9,1
Jowar,20.3,67.0,7.67,11.1,1016.2,28.6,7.99,0,0,0,1.58,0,4,1
Jowar,28.2,67.8,0.96,13.9,1009.7,21.2,6.57,2,1,2,2.94,2,1,1
Bajra,27.6,40.4,1.86,11.8,1010.5,40.5,8.51,1,2,1,2.96,0,10,1
Rice,22.4,59.2,9.24,13.6,1014.9,10.3,6.39,2,1,0,2.03,1,5,0
Maize,26.3,51.2,2.45,12.6,1017.2,51.5,6.47,2,0,0,0.85,1,8,1
Maize,20.5,66.6,6.43,4.1,1011.8,12.5,6.42,1,1,1,2.19,2,7,0
Sugarcane,24.7,41.4,0.13,6.4,1022.7,22.6,7.03,1,2,2,2.5,2,9,1
Bajra,28.6,47.8,1.32,4.8,998.3,7.8,7.13,0,0,1,2.84,1,11,1
Wheat,20.1,77.9,1.44,2.0,1010.8,31.6,7.04,1,0,2,1.44,1,2,1
Jowar,21.0,57.5,3.47,4.3,1010.2,0.7,7.08,0,1,0,1.16,1,1,1
Maize,26.0,73.6,3.21,14.7,1010.0,27.2,6.66,2,1,0,1.15,0,10,1
Rice,27.1,75.3,8.31,14.8,1011.5,82.1,5.91,0,1,0,0.86,2,12,1
Rice,25.6,64.4,5.8,9.9,1013.0,12.8,6.49,1,2,2,2.99,1,9,0
Soybean,34.3,80.6,2.21,9.9,1014.1,63.0,7.74,1,1,0,2.07,1,12,1
Sugarcane,24.1,34.1,0.43,13.5,1017.7,34.3,6.61,2,2,2,0.55,1,11,1
Bajra,35.0,42.6,1.01,7.8,1010.1,73.2,8.49,2,2,2,1.97,0,10,1
Cotton,27.1,72.0,4.2,10.7,1009.6,20.4,7.0,1,1,0,2.99,1,1,1
Wheat,10.3,63.1,2.19,11.3,1019.9,58.6,6.71,1,0,2,1.04,1,6,1
Sugarcane,20.6,14.9,3.46,7.9,1006.4,30.2,7.46,0,2,1,2.63,1,3,1
Pulses,25.1,68.4,0.0,3.4,1017.8,96.6,6.01,0,2,2,1.22,0,1,1
Rice,28.1,65.5,7.79,4.9,1013.8,80.1,6.33,0,2,1,0.6,2,10,1
Jowar,26.1,58.8,3.61,4.1,1015.6,79.0,7.76,0,0,0,2.06,1,2,0
Jowar,21.2,64.9,3.16,3.0,1019.0,34.1,6.09,2,2,1,1.0,1,7,0
Cotton,31.3,60.8,2.92,10.4,1018.9,1.7,8.39,2,2,2,1.14,0,11,1
Bajra,30.5,39.5,1.38,13.7,1017.3,66.7,7.42,0,1,0,2.41,1,9,1
Jowar,28.9,62.3,6.3,3.1,1015.2,64.3,6.71,1,0,1,2.07,0,9,1
Sugarcane,10.5,61.9,1.61,9.1,1012.2,85.3,7.31,2,0,1,2.79,1,8,1
Jowar,21.9,66.6,3.28,5.6,1016.0,32.0,7.23,1,1,0,1.46,1,5,0
Groundnut,20.1,56.2,5.57,8.6,1016.2,53.6,7.64,1,2,0,1.73,0,2,0
Groundnut,26.1,53.4,2.6,11.4,1019.6,91.8,8.71,1,2,0,1.82,0,4,1
Pulses,21.6,52.2,0.0,6.2,1023.7,35.7,6.69,0,0,1,1.32,0,9,0
Sugarcane,35.2,83.7,2.36,7.4,1008.3,77.6,7.53,0,2,0,2.86,0,2,0
Pulses,28.8,74.4,4.15,4.5,1008.1,51.9,6.64,1,0,2,2.94,0,11,1
Maize,23.2,47.9,4.66,14.9,1019.4,26.5,7.0,1,1,2,1.01,2,11,1
Wheat,22.2,69.9,0.78,5.7,1019.8,54.0,6.61,1,1,2,2.1,1,2,1
Sugarcane,22.7,77.5,4.33,13.4,1010.4,78.3,5.26,2,1,1,0.57,1,3,0
Jowar,26.6,69.3,1.41,4.4,1009.6,83.6,7.05,1,2,0,2.72,1,8,0
Jowar,28.1,64.7,0.0,5.6,1018.1,36.9,5.93,2,1,1,1.82,2,12,1
Maize,20.5,72.9,4.12,8.5,1011.7,24.1,7.4,1,1,2,0.72,2,2,0
Soybean,21.6,74.9,6.43,12.9,1015.4,20.9,6.32,2,2,0,2.8,1,10,0
Bajra,22.1,43.2,1.66,13.6,1007.7,93.2,8.13,0,0,1,0.88,2,10,0
Jowar,30.0,50.9,6.07,2.6,1011.1,17.6,8.01,1,1,1,1.39,0,7,1
Sugarcane,26.6,72.8,1.95,10.4,1017.5,89.4,6.1,0,2,1,1.05,2,10,1
Jowar,27.8,68.8,6.54,3.1,1010.5,46.4,7.36,2,2,2,0.55,2,4,1
Bajra,29.7,55.3,0.0,8.0,1011.1,90.0,7.55,2,1,1,2.82,1,1,1
Pulses,30.4,86.2,5.6,4.5,1006.3,82.7,6.41,2,2,0,2.28,0,8,1
Cotton,28.3,50.5,2.5,11.7,1018.1,70.2,6.94,1,1,1,2.46,2,11,1
Bajra,25.2,39.5,2.31,6.8,1008.2,52.6,6.26,2,0,0,1.81,1,9,0
Wheat,22.6,57.8,4.79,2.4,1014.0,54.6,7.19,0,2,1,1.61,0,1,0
Jowar,38.0,46.8,0.0,5.2,1021.9,74.5,7.25,0,1,0,1.22,2,4,1
Sugarcane,24.4,78.4,2.57,9.8,1010.2,56.9,6.74,1,1,1,1.85,0,2,1
Groundnut,26.1,67.2,2.0,5.3,1017.5,80.1,7.07,2,2,2,0.65,1,12,1
Cotton,29.5,58.1,3.46,8.9,1023.9,55.7,7.65,0,2,0,2.58,1,8,1
Wheat,19.3,63.1,4.07,9.3,1007.4,84.9,6.73,2,1,0,2.21,2,2,0
Maize,26.3,68.0,3.13,7.4,1018.2,20.8,6.51,2,0,2,1.0,1,12,1
Jowar,21.8,72.4,4.63,6.4,1011.4,58.7,7.44,0,1,0,2.87,0,10,0
Maize,26.6,66.0,4.08,12.1,1021.7,11.5,7.02,2,0,1,1.17,2,4,1
Bajra,38.2,41.0,0.66,9.9,1010.2,5.0,6.47,1,0,1,1.3,1,8,1
Groundnut,26.6,56.2,4.84,11.0,1022.5,85.2,6.14,2,2,1,2.84,2,7,1
Pulses,25.4,81.1,2.4,10.1,1016.2,54.0,8.64,0,2,2,1.71,2,3,1
Sugarcane,24.4,51.8,6.14,5.6,1013.9,23.8,6.98,0,0,0,2.73,2,9,0
Groundnut,24.2,70.3,1.29,12.5,1012.9,77.1,6.78,0,0,2,1.37,0,7,0
Soybean,28.6,66.4,3.1,13.0,1010.8,21.2,8.15,1,0,2,0.67,0,5,0
Bajra,27.8,42.8,0.34,3.5,1015.7,32.6,7.26,1,2,0,1.13,1,11,1
Groundnut,30.2,81.8,3.14,8.7,1007.3,74.4,7.37,2,0,0,1.8,0,4,1
Bajra,33.0,52.9,1.97,11.8,1012.2,95.5,7.2,0,0,1,2.02,1,7,1
Sugarcane,23.9,45.1,4.37,7.5,1012.4,7.9,8.44,0,0,1,2.27,0,12,1
Soybean,26.1,74.9,3.45,8.1,1009.9,4.9,7.2,1,0,2,1.39,1,8,1
Bajra,34.1,41.6,0.15,3.5,1014.3,58.2,8.06,0,0,0,2.86,2,9,1
Jowar,25.2,34.6,2.56,9.9,1015.9,5.7,6.49,0,1,1,2.32,0,10,0
Soybean,23.1,65.0,1.98,12.6,1015.2,69.3,4.96,1,1,2,1.6,2,1,1
Rice,26.6,97.3,5.34,10.8,1005.5,22.7,6.21,2,2,1,2.74,2,11,1
Maize,23.5,71.0,3.67,4.6,1002.8,42.9,6.97,1,2,1,0.87,1,10,1
Cotton,23.9,66.1,0.0,11.7,1009.3,89.4,6.21,2,1,1,2.48,1,1,0
Soybean,23.0,71.0,3.9,9.2,1023.6,23.3,7.77,2,2,2,1.79,0,10,0
Sugarcane,27.9,37.9,0.0,4.8,1013.4,67.7,6.38,1,1,1,2.15,0,10,1
Pulses,29.0,34.1,1.28,8.0,1023.1,90.3,8.11,0,0,1,1.05,1,11,1
Groundnut,28.8,47.7,2.58,12.0,1011.3,7.6,5.8,2,1,0,0.59,1,6,0
Soybean,25.1,80.6,0.54,14.3,1013.9,86.2,6.64,0,1,0,2.71,0,12,1
Bajra,26.1,28.9,0.3,3.1,1015.7,0.1,6.41,0,2,0,0.94,1,9,1
Wheat,28.5,70.6,5.34,8.8,1005.7,28.7,7.46,0,1,1,2.01,2,8,0
Sugarcane,29.4,55.1,7.19,6.1,1002.0,72.9,6.78,1,2,0,2.85,1,1,1
Rice,22.8,65.7,4.68,5.3,1022.3,36.5,6.93,0,2,2,2.55,0,10,0
Soybean,31.8,41.4,0.19,14.1,1012.7,86.0,6.12,0,1,2,2.5,1,11,0
Pulses,23.4,68.1,4.65,14.1,1013.1,91.9,6.14,1,0,1,1.48,1,11,1
Cotton,25.3,66.7,0.0,11.7,1016.3,51.4,8.0,1,2,2,1.54,0,6,1
Maize,26.3,66.5,1.18,13.8,1009.9,90.9,6.9,2,2,1,1.08,2,9,0
Rice,28.6,66.7,6.61,11.5,1005.0,33.6,6.25,1,2,0,1.7,1,6,1
Soybean,31.8,61.7,8.3,8.2,1015.5,48.3,6.82,2,1,1,2.5,1,9,1
Bajra,32.6,48.5,1.98,6.6,1016.8,27.4,7.96,1,2,0,1.71,0,12,1
Cotton,24.3,75.2,4.56,8.9,1012.1,85.1,7.78,2,0,0,1.51,0,10,0
Sugarcane,27.0,62.4,8.4,7.0,1012.6,75.7,6.51,0,1,0,2.67,0,4,1
Wheat,19.9,58.9,2.62,2.3,1012.2,44.7,6.68,2,0,1,1.85,0,1,1
Wheat,28.5,31.2,3.12,5.9,1015.1,12.6,6.85,1,1,0,2.63,2,7,0
Maize,26.4,57.4,5.96,5.8,1011.0,35.4,6.7,0,2,1,1.77,0,8,1
Jowar,20.5,64.4,3.72,4.0,1004.2,3.1,6.5,0,2,0,1.1,1,6,1
Maize,31.4,73.6,3.5,10.1,1015.5,35.1,6.84,0,2,2,2.59,2,12,1
Maize,27.9,68.6,1.72,6.0,1008.8,85.9,6.88,0,2,0,0.69,1,4,0
Wheat,19.6,62.8,0.93,13.2,1016.0,50.6,7.65,0,1,1,2.83,0,3,1
Maize,21.4,71.4,5.23,12.8,1007.5,30.3,6.42,2,2,0,1.73,1,1,0
Rice,29.2,72.5,14.05,12.1,1014.4,3.4,6.62,1,1,2,2.81,2,1,1
Soybean,21.0,89.6,0.29,9.5,1009.0,63.7,7.01,0,1,0,0.52,2,12,0
Rice,31.6,90.4,6.34,3.2,1014.1,12.7,6.37,1,2,0,2.59,1,6,1
Groundnut,28.5,38.3,4.72,11.4,1011.4,91.8,7.39,1,2,2,0.9,0,8,1
Maize,24.0,68.4,3.91,12.2,1009.1,76.6,7.28,1,0,0,1.31,2,2,1
Groundnut,26.8,61.7,5.14,13.9,1013.8,19.7,8.27,2,2,0,0.82,2,3,0
Wheat,32.2,44.9,2.2,10.1,1013.1,7.7,6.61,2,0,2,1.2,1,3,0
Sugarcane,31.0,71.4,0.0,11.1,1020.8,71.1,6.51,2,0,2,1.65,1,8,1
Bajra,35.5,38.3,0.95,14.9,1009.5,50.1,6.95,0,0,0,1.29,1,9,1
Bajra,32.6,27.7,2.33,9.3,1013.2,48.6,9.0,1,0,0,2.52,2,7,0
Maize,27.1,60.0,2.1,8.7,1010.1,40.7,6.33,2,1,2,1.64,0,7,1
Soybean,22.3,65.9,4.24,9.0,1013.2,96.8,7.35,0,0,1,0.78,1,8,1
Rice,25.7,76.1,5.66,13.5,1008.1,69.6,6.98,1,1,0,1.59,1,7,1
Maize,24.9,47.0,4.53,13.2,1011.3,16.3,6.56,0,0,0,2.58,1,6,1
Pulses,18.7,50.7,5.49,6.2,1011.6,4.9,6.56,1,2,1,1.3,1,7,1
Pulses,26.8,75.3,2.52,9.9,1011.6,57.0,6.54,1,0,2,2.7,0,9,1
Jowar,17.2,65.5,2.04,8.4,1012.8,36.4,7.16,1,0,0,1.58,0,1,0
Wheat,17.1,49.8,3.28,5.9,1015.6,36.3,6.81,1,0,1,2.02,1,1,0
Soybean,18.2,102.5,2.02,4.8,1009.1,57.3,7.15,0,2,0,0.64,0,5,0
Pulses,29.0,60.4,0.1,3.7,1018.2,12.3,6.62,1,1,0,2.27,2,11,1
Cotton,28.7,54.7,4.11,11.2,1009.1,65.5,6.79,2,0,1,1.7,1,5,1
Jowar,21.5,40.6,3.82,3.3,1016.4,60.4,7.23,0,0,2,0.91,1,4,1
Bajra,34.6,56.4,2.53,12.9,1022.3,28.3,7.51,1,2,0,1.37,2,12,0
Cotton,31.7,63.1,4.33,7.3,1021.9,36.4,7.54,2,2,1,1.33,0,1,1
Groundnut,18.5,28.1,4.8,9.1,1008.4,8.6,6.56,1,2,0,0.97,0,4,1
Bajra,27.7,58.0,3.6,4.8,1016.2,18.3,7.7,1,2,2,0.56,2,3,0
Cotton,27.2,75.0,4.15,11.9,1014.7,19.5,7.43,1,0,1,1.17,2,9,1
Groundnut,24.3,37.8,7.18,6.8,1008.8,91.4,6.41,1,0,0,2.67,2,3,1
Sugarcane,20.6,75.4,0.0,9.6,1017.0,14.0,6.14,0,2,0,1.62,1,4,0
Rice,29.3,71.1,8.63,13.4,1017.2,81.3,6.01,2,0,2,0.77,1,7,1
Rice,29.4,61.8,11.33,14.4,1013.9,97.2,6.51,0,0,1,1.89,1,1,0
Maize,18.3,70.1,3.34,4.9,1014.3,49.4,5.84,2,1,2,1.72,2,4,0
Pulses,29.7,49.8,2.61,9.3,1008.8,61.3,6.57,0,1,0,2.1,2,5,1
Bajra,35.3,42.6,1.23,2.5,997.7,19.6,7.18,1,0,0,1.23,0,2,1
Bajra,30.5,45.3,0.28,12.8,1014.3,40.9,7.99,0,2,0,1.62,0,11,1
Maize,26.4,78.7,4.25,3.5,1019.1,72.1,6.93,2,0,2,2.8,0,6,1
Sugarcane,33.4,73.1,1.19,14.1,1024.5,73.4,5.67,2,0,1,0.5,0,11,0
Wheat,21.2,31.0,1.67,9.9,1010.4,44.4,7.04,0,2,0,2.31,1,1,1
Rice,28.3,76.4,4.07,11.6,1008.5,78.7,6.19,2,0,2,1.3,0,7,0
Sugarcane,23.3,66.3,6.14,8.1,1011.3,3.9,7.51,0,0,0,2.93,0,8,1
Soybean,20.1,63.4,3.34,13.6,1017.5,75.1,8.57,0,0,1,2.72,0,3,1
Groundnut,25.3,62.4,0.36,11.8,1010.9,64.0,6.89,1,0,0,2.21,1,5,0
Sugarcane,32.5,64.4,1.7,11.4,1014.0,72.6,7.41,2,0,0,1.75,0,6,0
Jowar,25.0,55.5,5.94,14.7,1015.6,98.6,6.48,1,1,2,1.81,0,1,1
Groundnut,33.3,91.5,2.99,4.2,1020.3,57.0,8.37,0,2,2,2.71,2,1,0
Jowar,30.0,78.0,2.67,3.3,1015.4,3.4,6.77,2,1,2,0.58,2,6,1
Maize,24.9,64.9,3.46,7.7,1016.0,5.5,6.18,2,2,1,2.81,0,3,1
Rice,23.1,62.9,6.95,14.1,1008.2,5.5,6.58,2,2,0,2.83,2,12,0
Soybean,18.2,42.9,3.44,11.5,1007.1,67.4,7.83,1,2,2,1.66,0,2,1
